0.040938,-0.050912,0.004306,-0.124686,0.031269,-0.033309,0.192419,-0.000691,-0.401525,-0.010226
-0.367846,0.410147,-0.608091,-0.001813,0.546329,0.536263,0.651414,0.478485,0.676371,0.298445
-0.698591,0.724644,-0.955076,-0.097204,0.291206,0.862099,0.886293,0.785045,1.253680,0.693106
-0.636179,0.591717,-0.940330,-0.320473,0.276740,0.851727,0.405889,0.761991,0.605468,0.648977
-0.208013,0.152858,-0.532529,0.326164,0.464682,0.433206,0.422004,0.320165,0.279099,0.006051
-0.000329,-0.020027,-0.025401,-0.121980,0.001439,-0.014027,0.085800,-0.002623,-0.205313,-0.023150
-0.543126,0.444842,-0.806576,-0.068354,0.137697,0.685174,0.396718,0.608541,0.524957,0.434988
0.182312,-0.312798,0.165763,0.910750,-0.121201,-0.158089,0.656676,-0.221260,0.225880,-0.200068
-0.021591,0.240707,-0.098079,-0.068651,0.037449,0.079031,1.117826,0.024047,0.383082,0.088204
-0.032659,-0.045567,-0.015737,-0.256447,-0.032751,-0.010502,-0.108236,-0.017345,-0.622882,0.001859
-0.109060,0.145614,-0.197418,-0.034735,0.118702,0.125202,0.358246,0.122553,0.208643,0.059985
-0.599244,0.562337,-0.845163,0.212389,0.221153,0.745089,0.844314,0.681632,1.322328,0.482874
-0.295700,0.164886,-0.559152,0.059744,0.513871,0.469379,0.181543,0.437438,0.317464,0.189535
0.267737,-0.010474,0.350017,0.379585,-0.519692,-0.421466,1.047339,-0.311548,0.313462,-0.502957
-0.122176,0.293358,-0.147804,-0.026558,0.093892,0.132245,0.811182,0.159712,0.370097,0.150879
-0.418189,0.310487,-0.668902,0.125416,0.434530,0.626255,0.406013,0.546529,0.750778,0.460907
0.395420,-0.261387,0.411534,0.495428,-0.443269,-0.520731,0.606243,-0.476449,-0.163442,-0.669111
0.041816,-0.102473,-0.013097,0.016098,-0.009750,-0.022075,0.098980,-0.022944,-0.222119,-0.037803
0.220551,-0.064176,0.346871,0.222230,-0.537068,-0.430603,0.595029,-0.286076,-0.086322,-0.528097
-0.046774,0.066173,-0.082744,0.121792,0.077685,0.088978,0.673771,0.107051,0.236752,0.109252
-0.315751,0.150211,-0.641263,-0.235688,0.364553,0.579792,-0.105372,0.517544,-0.010843,0.385558
0.069008,-0.247556,0.082465,0.506084,-0.076560,-0.074787,0.287709,-0.131007,-0.071979,-0.065862
0.582255,-0.440381,0.538672,1.384687,-0.496828,-0.647888,0.965501,-0.684225,0.244628,-1.112772
0.320857,-0.270062,0.386378,0.334514,-0.424645,-0.504560,0.367697,-0.429476,-0.401452,-0.636010
0.369918,0.061540,0.361222,0.452868,-0.439727,-0.474210,1.453075,-0.466505,0.436342,-0.658974
0.107385,-0.193530,0.040128,0.188701,0.014496,-0.062119,0.237084,-0.065047,-0.397240,-0.044305
-0.000047,-0.063803,-0.023200,-0.175987,0.001596,-0.019518,-0.058664,-0.007236,-0.395598,-0.033990
0.023610,-0.056773,-0.005935,-0.069868,0.046151,-0.006673,0.180078,-0.020339,-0.319473,0.007154
-0.355467,0.124676,-0.651564,0.181339,0.405841,0.605799,0.060524,0.488661,0.273595,0.416538
0.047757,-0.174005,0.027754,-0.171418,0.017585,-0.053057,-0.151319,-0.021598,-0.594461,-0.029760
0.263392,0.079554,0.350045,0.663826,-0.509742,-0.428381,1.497757,-0.322398,0.997145,-0.479463
0.011256,-0.043747,-0.007435,-0.000137,-0.010078,-0.032113,0.252833,-0.046606,-0.422320,-0.026794
0.134481,-0.164876,0.096490,0.366842,-0.097422,-0.132250,0.388826,-0.138421,-0.041105,-0.249997
-0.035910,-0.064316,0.011153,-0.196184,-0.048283,-0.042085,-0.165603,-0.018849,-0.415993,-0.024593
-0.496616,0.435658,-0.780720,-0.203264,0.361454,0.699477,0.280192,0.628814,0.494526,0.519240
-0.566077,0.822776,-0.779182,-0.369159,0.429616,0.750708,1.355626,0.695337,1.040709,0.659325
0.008899,-0.027548,-0.016756,-0.295882,0.035852,-0.008604,0.007944,0.004791,-0.573038,0.008680
-0.682904,0.632853,-0.945111,-0.241982,0.279524,0.848826,0.481292,0.752504,0.786658,0.653097
-0.047575,-0.019296,-0.020835,-0.159773,-0.030246,-0.007579,-0.006190,-0.033722,-0.510356,-0.000818
-0.027901,-0.020552,0.013981,0.125745,-0.031139,-0.007758,0.386477,-0.023778,0.057470,0.009116
-0.088499,0.156339,-0.196629,0.118430,0.083751,0.127803,0.490593,0.092431,0.467563,0.087257
0.032158,-0.018261,-0.008022,0.028235,0.054938,0.005678,0.406399,0.001946,-0.093520,0.026927
0.398079,-0.151551,0.347817,0.671107,-0.273980,-0.475412,0.855203,-0.509139,0.149091,-0.864208
-0.068362,0.417033,-0.078727,0.005643,0.032606,0.086116,1.462009,0.036199,0.793993,0.106568
-0.371786,0.273649,-0.677348,-0.115424,0.367145,0.619687,0.125367,0.539109,0.337016,0.452392
0.145166,-0.091189,0.173027,0.677913,-0.154983,-0.187161,1.052642,-0.197235,0.542621,-0.291567
0.504636,-0.301809,0.458257,0.947936,-0.415686,-0.583114,0.904718,-0.635223,0.021445,-1.023363
0.409657,-0.143815,0.410573,0.524212,-0.450971,-0.516179,1.016669,-0.493297,0.099117,-0.681473
0.024957,-0.112533,0.040710,0.222898,-0.061907,-0.047655,0.398771,-0.083076,-0.049971,-0.023495

