0.051498,-0.106517,0.215837,-0.350757
0.066809,-0.030516,0.194697,-0.331962
-0.058821,-0.121676,0.137537,-0.325254
0.059957,-0.099377,0.212191,-0.358147
-0.099127,-0.150799,0.173909,-0.311399
-0.084116,-0.136021,0.216963,-0.308795
-0.025790,-0.070281,0.211218,-0.315904
-0.007700,-0.071726,0.225869,-0.316641
0.073331,-0.100817,0.190202,-0.358780
-0.058677,-0.096948,0.211725,-0.315021
-0.096555,-0.147895,0.175501,-0.313158
-0.065077,-0.140355,0.131359,-0.335642
-0.105551,-0.160296,0.148502,-0.318904
0.111217,-0.057115,0.187821,-0.371700
-0.052159,-0.148582,0.131716,-0.343382
0.094404,-0.076974,0.187278,-0.362525
-0.022454,-0.072227,0.208210,-0.319120
-0.064307,-0.107608,0.259553,-0.309311
-0.036927,-0.101285,0.198249,-0.327801
0.022767,-0.080556,0.230446,-0.338820
0.059515,-0.112111,0.199648,-0.360518
-0.003891,-0.059646,0.186255,-0.318725
0.066347,-0.025963,0.215223,-0.331290
-0.035108,-0.099559,0.242067,-0.319614
-0.004334,-0.139183,0.150142,-0.352371
-0.070361,-0.114135,0.256735,-0.303976
-0.038021,-0.121767,0.180396,-0.338678
0.066054,-0.107098,0.221235,-0.358984
0.068628,-0.051943,0.210386,-0.338304
0.004630,-0.118177,0.234903,-0.334803
0.091532,-0.087230,0.185165,-0.365934
0.031107,-0.083566,0.222269,-0.341905
0.072529,-0.081346,0.169151,-0.352094
0.016323,-0.104365,0.220691,-0.349608
-0.085110,-0.148486,0.174468,-0.319258
0.117239,-0.094972,0.180857,-0.381465
0.077612,-0.009171,0.221603,-0.337252
-0.067175,-0.143555,0.157722,-0.334115
0.007817,-0.106382,0.147455,-0.344921
-0.086031,-0.125416,0.236347,-0.303475
0.076294,-0.007431,0.194121,-0.332573
-0.021641,-0.119134,0.166359,-0.336646
0.088917,-0.089132,0.213355,-0.368067
-0.039680,-0.104987,0.231449,-0.323622
0.026602,-0.096164,0.214443,-0.330814
-0.005539,-0.122686,0.207843,-0.334684
0.048067,-0.015694,0.230710,-0.322461
-0.075935,-0.128329,0.219264,-0.314123
0.053339,-0.099782,0.195871,-0.352989

0.026498,-0.051048,0.110690,-0.175966
0.034048,-0.014932,0.093427,-0.167960
-0.032141,-0.061239,0.067867,-0.157984
0.030843,-0.047656,0.108894,-0.179404
-0.051245,-0.077915,0.089509,-0.158384
-0.043495,-0.070324,0.111017,-0.157310
-0.013355,-0.036487,0.108212,-0.160854
-0.003933,-0.035027,0.107755,-0.160593
0.037697,-0.048361,0.097941,-0.179663
-0.030373,-0.050263,0.108423,-0.160343
-0.049923,-0.076435,0.090312,-0.159237
-0.035559,-0.070557,0.064871,-0.162637
-0.057556,-0.080382,0.073150,-0.154993
0.057037,-0.027464,0.096790,-0.185702
-0.028509,-0.074653,0.065073,-0.166132
0.048465,-0.036973,0.096490,-0.181454
-0.011628,-0.037499,0.106732,-0.162386
-0.033263,-0.055708,0.131867,-0.157727
-0.019125,-0.052525,0.101784,-0.166427
0.011781,-0.041812,0.117848,-0.171881
0.030618,-0.053737,0.102664,-0.180444
-0.001988,-0.029160,0.089372,-0.161481
0.033812,-0.012702,0.102971,-0.167674
-0.018174,-0.051595,0.123431,-0.162673
-0.002369,-0.069984,0.074092,-0.170336
-0.036384,-0.059060,0.130492,-0.155138
-0.019696,-0.063093,0.092874,-0.171492
0.033961,-0.051330,0.113402,-0.179812
0.034963,-0.025402,0.100759,-0.170960
0.002386,-0.056550,0.119993,-0.168474
0.047009,-0.041893,0.095450,-0.182969
0.016093,-0.043378,0.113841,-0.173323
0.037301,-0.039077,0.087329,-0.176518
0.008450,-0.054120,0.113062,-0.176883
-0.046445,-0.074518,0.085702,-0.155296
0.060080,-0.045603,0.093335,-0.190117
0.039529,-0.004487,0.105924,-0.170543
-0.036696,-0.072117,0.077668,-0.162036
0.004273,-0.053615,0.072773,-0.167057
-0.044470,-0.064861,0.120522,-0.154779
0.038869,-0.003637,0.093162,-0.168272
-0.011829,-0.059958,0.081880,-0.163314
0.045657,-0.042772,0.109521,-0.184045
-0.020541,-0.054399,0.118222,-0.164512
0.013702,-0.046103,0.109926,-0.166595
-0.002855,-0.058716,0.106607,-0.168329
0.024517,-0.007675,0.110044,-0.163515
-0.039278,-0.066385,0.112155,-0.159861
0.027451,-0.047858,0.100743,-0.176963

-0.107870,-0.113578,-0.179016,0.042088
-0.107007,-0.108376,-0.179653,0.040287
-0.105205,-0.117036,-0.173485,0.043013
-0.108093,-0.108333,-0.181827,0.039848
-0.103939,-0.126226,-0.167641,0.045523
-0.104816,-0.125633,-0.168826,0.044921
-0.108574,-0.112921,-0.177906,0.041379
-0.108827,-0.117426,-0.176948,0.042843
-0.107381,-0.110856,-0.179911,0.041135
-0.108861,-0.115006,-0.176826,0.041661
-0.104395,-0.124644,-0.168763,0.044830
-0.105248,-0.114126,-0.174968,0.041310
-0.106214,-0.124833,-0.170547,0.045185
-0.106556,-0.098971,-0.186086,0.036894
-0.104125,-0.113596,-0.175253,0.041378
-0.107080,-0.105320,-0.182129,0.038993
-0.108202,-0.111754,-0.178228,0.040916
-0.110532,-0.120952,-0.175917,0.043403
-0.107130,-0.112410,-0.177928,0.040765
-0.108641,-0.108970,-0.181454,0.040058
-0.106094,-0.110498,-0.179712,0.040991
-0.106924,-0.113898,-0.176580,0.041451
-0.108484,-0.108307,-0.181479,0.040255
-0.108831,-0.116472,-0.177233,0.042539
-0.104808,-0.112577,-0.176736,0.041494
-0.108543,-0.124788,-0.172213,0.044883
-0.104959,-0.110382,-0.177628,0.039988
-0.109086,-0.111023,-0.181800,0.041334
-0.107840,-0.111695,-0.179969,0.041631
-0.109849,-0.119196,-0.176954,0.043286
-0.106045,-0.106336,-0.181550,0.039626
-0.107311,-0.109156,-0.180298,0.040256
-0.104432,-0.109483,-0.177185,0.040397
-0.106980,-0.106932,-0.181463,0.038917
-0.106613,-0.123966,-0.171494,0.044964
-0.106591,-0.102179,-0.184512,0.038410
-0.110259,-0.102730,-0.186078,0.037841
-0.104603,-0.115236,-0.174448,0.041551
-0.105307,-0.110325,-0.177766,0.041132
-0.109345,-0.126743,-0.171753,0.045521
-0.106533,-0.103465,-0.181569,0.038354
-0.106958,-0.114872,-0.176710,0.042018
-0.110087,-0.104943,-0.185514,0.038603
-0.110362,-0.115524,-0.179286,0.042182
-0.107988,-0.119801,-0.175051,0.043948
-0.108850,-0.118953,-0.175838,0.043049
-0.109364,-0.107446,-0.181923,0.039375
-0.108090,-0.122114,-0.173549,0.043941
-0.106259,-0.110025,-0.178802,0.040606

-0.055764,-0.054977,-0.087181,0.019492
-0.055397,-0.052431,-0.087546,0.018661
-0.054321,-0.056697,-0.084317,0.019866
-0.055893,-0.052449,-0.088535,0.018457
-0.053651,-0.061165,-0.081484,0.021010
-0.054147,-0.060877,-0.082122,0.020740
-0.056173,-0.054700,-0.086585,0.019125
-0.056296,-0.056849,-0.086150,0.019811
-0.055504,-0.053646,-0.087615,0.019061
-0.056286,-0.055736,-0.086002,0.019241
-0.053892,-0.060404,-0.082027,0.020691
-0.054321,-0.055310,-0.084990,0.019077
-0.054791,-0.060495,-0.082827,0.020846
-0.055149,-0.047896,-0.090645,0.017108
-0.053734,-0.055050,-0.085135,0.019116
-0.055383,-0.050964,-0.088719,0.018076
-0.055979,-0.054137,-0.086738,0.018912
-0.057152,-0.058615,-0.085595,0.020044
-0.055385,-0.054472,-0.086535,0.018837
-0.056207,-0.052779,-0.088343,0.018537
-0.054839,-0.053491,-0.087502,0.018988
-0.055314,-0.055138,-0.085956,0.019169
-0.056176,-0.052401,-0.088438,0.018645
-0.056282,-0.056434,-0.086252,0.019658
-0.054102,-0.054527,-0.085930,0.019193
-0.056114,-0.060463,-0.083813,0.020726
-0.054235,-0.053502,-0.086353,0.018480
-0.056394,-0.053741,-0.088530,0.019149
-0.055804,-0.054035,-0.087689,0.019285
-0.056775,-0.057716,-0.086146,0.020025
-0.054837,-0.051458,-0.088427,0.018369
-0.055512,-0.052862,-0.087792,0.018633
-0.054000,-0.052975,-0.086314,0.018719
-0.055320,-0.051811,-0.088304,0.018007
-0.055025,-0.060066,-0.083340,0.020755
-0.055108,-0.049446,-0.089857,0.017816
-0.057124,-0.049710,-0.090665,0.017529
-0.054002,-0.055855,-0.084761,0.019189
-0.054399,-0.053422,-0.086469,0.019030
-0.056496,-0.061410,-0.083543,0.021013
-0.055189,-0.050058,-0.088495,0.017768
-0.055239,-0.055638,-0.085930,0.019425
-0.056932,-0.050798,-0.090336,0.017892
-0.057057,-0.055980,-0.087207,0.019490
-0.055829,-0.057975,-0.085268,0.020342
-0.056240,-0.057601,-0.085571,0.019911
-0.056656,-0.052000,-0.088653,0.018229
-0.055844,-0.059178,-0.084393,0.020288
-0.054937,-0.053262,-0.087070,0.018806

