0.027889,-0.064933,-0.018356,-0.020443,0.029194,-0.051986,0.016780,0.006750
0.053973,0.010211,0.008295,-0.024336,-0.145275,-0.064274,0.022023,0.012097
0.278411,-0.466646,-0.579599,-0.309354,-0.771967,0.490027,0.343602,-0.512628
-0.019668,0.086674,-0.001682,-0.002084,-0.292038,-0.052853,-0.023445,-0.012146
-0.537890,0.069173,0.545675,0.537922,-0.921750,-0.417620,-0.459476,0.646812
-0.659138,0.343725,0.365931,0.730022,-1.379340,-0.654775,-0.575793,0.850662
0.085974,-0.270197,-0.568398,-0.207612,-0.855223,0.477356,0.232365,-0.487715
0.267105,-0.597567,-0.241661,-0.305648,-0.003691,0.704491,0.291787,-0.426409
0.093288,-0.456352,0.030802,-0.042557,-0.030963,0.072848,0.107402,-0.022613
0.077529,-0.269922,-0.070191,-0.103028,-0.583789,0.096240,0.079657,-0.128607
0.038873,-0.200022,-0.019421,-0.030102,0.013967,-0.022304,0.036218,-0.006920
-0.022021,-0.379366,-0.014414,-0.002650,-0.001800,0.174877,0.015610,-0.042202
0.050988,-0.025557,0.053501,-0.035902,0.408081,-0.045007,0.024697,0.014286
0.499855,-0.804427,-0.401295,-0.437066,-0.310453,0.597666,0.465521,-0.539446
0.116415,-0.151198,0.015004,-0.069335,-0.429996,-0.014546,0.088389,-0.015805
0.370229,-0.637661,-0.261317,-0.369900,0.061510,0.679341,0.352964,-0.450243
0.202440,-0.323670,-0.577748,-0.281393,-0.635492,0.480527,0.285276,-0.494925
0.006097,-0.151960,0.013347,-0.005326,-0.082589,0.075333,0.027219,-0.034491
0.069913,-0.043108,0.006154,-0.037200,-0.312718,-0.023707,0.053120,-0.031023
0.359218,-0.243113,-0.353277,-0.361702,-0.095902,0.480354,0.326415,-0.461697
-0.531604,0.118319,0.527256,0.553376,-0.583300,-0.451326,-0.447011,0.683054
0.368023,-0.728842,-0.265010,-0.372240,0.085969,0.707998,0.351977,-0.446199
0.508122,-1.381576,-0.309091,-0.470687,0.096959,0.963592,0.478755,-0.501918
0.481361,-1.154052,-0.247403,-0.411957,-0.087407,0.795492,0.464582,-0.474951
0.141862,-0.420712,0.000464,-0.089851,-0.604343,-0.005555,0.123593,-0.026025
0.377316,-0.353550,-0.363189,-0.376575,-0.306791,0.551469,0.354144,-0.498020
-0.227850,0.062070,0.064320,0.172422,-0.226616,-0.051202,-0.120896,0.096294
0.309431,-0.440776,-0.383482,-0.346816,-0.030965,0.527045,0.303662,-0.472555
0.205780,-0.295561,-0.574059,-0.280851,-0.635964,0.474129,0.282603,-0.491740
0.484156,-1.120569,-0.398761,-0.443948,-0.062864,0.593880,0.451430,-0.517571
0.028886,-0.112188,-0.028349,-0.034632,0.236210,0.030556,0.030494,-0.009666
0.092068,-0.160472,0.059737,-0.064816,0.499168,-0.017818,0.067985,-0.007706
0.072270,0.014525,0.013593,-0.032343,-0.157396,-0.063199,0.041653,0.005662
0.056248,-0.382381,-0.008843,-0.042930,0.113727,0.081874,0.068832,-0.024496
0.400761,-0.642496,-0.259957,-0.383091,0.082622,0.682023,0.372584,-0.453492
0.192153,-1.010232,-0.114125,-0.216613,-0.330390,0.770596,0.285318,-0.349208
0.328741,-0.327568,-0.394316,-0.346048,-0.470083,0.562353,0.313149,-0.492137
-0.437889,-0.127058,0.584810,0.448490,-0.731681,-0.147275,-0.344971,0.536093
0.426964,-0.823883,-0.392709,-0.411167,-0.072976,0.563040,0.409067,-0.509282
-0.501582,0.149428,0.512083,0.533015,-0.597108,-0.424229,-0.413260,0.654701
0.214476,-0.356322,-0.581760,-0.289718,-0.804811,0.490296,0.297505,-0.512169
0.418333,-0.694944,-0.387879,-0.398329,-0.100610,0.587627,0.401467,-0.505873
-0.697809,0.302392,0.354539,0.743181,-1.154069,-0.654207,-0.605006,0.855652
-0.644023,0.256526,0.364067,0.719755,-1.335022,-0.659087,-0.560999,0.852939
0.455594,-0.979746,-0.373391,-0.431437,0.041518,0.634741,0.427037,-0.491025
0.455235,-0.748569,-0.360810,-0.431322,-0.189902,0.597799,0.413053,-0.507687
-0.643594,0.226730,0.364057,0.707921,-1.101912,-0.654082,-0.559017,0.854047
-0.035558,0.017974,0.042338,0.012610,0.195346,-0.015540,-0.031199,-0.027666
-0.051057,0.168386,0.043648,0.058662,-0.543778,0.029507,-0.059532,0.031908

0.024572,-0.042910,-0.016510,-0.018687,0.018455,-0.034576,0.013367,0.006375
0.048317,0.006925,0.007534,-0.022512,-0.092146,-0.043253,0.017960,0.011456
0.193547,-0.419599,-0.513268,-0.283314,-0.546062,0.450630,0.315939,-0.463252
-0.018135,0.060921,-0.001563,-0.001968,-0.188447,-0.037887,-0.020458,-0.011616
-0.468151,0.043977,0.484133,0.475983,-0.663583,-0.275513,-0.412759,0.549774
-0.523082,0.289326,0.347323,0.616445,-0.839279,-0.552268,-0.508680,0.687796
0.059378,-0.255318,-0.506531,-0.195424,-0.599235,0.441321,0.218532,-0.445871
0.234662,-0.436054,-0.223877,-0.249160,-0.002689,0.523993,0.265369,-0.335590
0.089430,-0.250045,0.027890,-0.039325,-0.018498,0.038162,0.096326,-0.020625
0.069873,-0.251705,-0.066239,-0.099119,-0.412488,0.094232,0.076206,-0.126250
0.035001,-0.128664,-0.017497,-0.027576,0.008750,-0.014509,0.029719,-0.006511
-0.021207,-0.212658,-0.013187,-0.002461,-0.001102,0.095252,0.014293,-0.038789
0.045072,-0.019688,0.038419,-0.028761,0.233292,-0.030782,0.018291,0.012176
0.385927,-0.595984,-0.364442,-0.358271,-0.224927,0.506641,0.404545,-0.449148
0.102572,-0.141707,0.013871,-0.065992,-0.309358,-0.014133,0.082270,-0.015510
0.310759,-0.450355,-0.237984,-0.283935,0.043205,0.496331,0.308826,-0.340343
0.135137,-0.300094,-0.510724,-0.256571,-0.471188,0.442523,0.262405,-0.448636
0.005841,-0.090138,0.012182,-0.004949,-0.050507,0.040741,0.024441,-0.031725
0.065086,-0.030210,0.005710,-0.035068,-0.196666,-0.016764,0.046905,-0.029557
0.254029,-0.204768,-0.316943,-0.279543,-0.069723,0.404328,0.266406,-0.376996
-0.449994,0.069753,0.465285,0.479695,-0.475225,-0.268578,-0.389680,0.567655
0.311164,-0.495292,-0.241222,-0.285349,0.060262,0.511833,0.309928,-0.336841
0.425554,-0.700737,-0.279260,-0.349134,0.065573,0.628205,0.416602,-0.367064
0.414918,-0.676518,-0.229687,-0.331506,-0.061573,0.576778,0.413244,-0.366685
