-1.384597,-1.382296,-1.378638,-1.399776
-1.383885,-1.383859,-1.379262,-1.398273
-1.385039,-1.382072,-1.378975,-1.399210
-1.382488,-1.386125,-1.380051,-1.396592
-1.385873,-1.381590,-1.379733,-1.398083
-1.385397,-1.380598,-1.377666,-1.401689
-1.383650,-1.384219,-1.379566,-1.397837
-1.381344,-1.387025,-1.379397,-1.397511
-1.385713,-1.381829,-1.379901,-1.397832
-1.384501,-1.383060,-1.379467,-1.398250
-1.382869,-1.385757,-1.380160,-1.396468
-1.389758,-1.374924,-1.377497,-1.403251
-1.384804,-1.383327,-1.380102,-1.397027
-1.382405,-1.386866,-1.380875,-1.395092
-1.385105,-1.382980,-1.380335,-1.396836
-1.383459,-1.384411,-1.379342,-1.398065
-1.389945,-1.374732,-1.377490,-1.403266
-1.386087,-1.381169,-1.379515,-1.398517
-1.385916,-1.381806,-1.380154,-1.397392
-1.385450,-1.382226,-1.379827,-1.397769
-1.385192,-1.382301,-1.379637,-1.398149
-1.385230,-1.382874,-1.380390,-1.396761
-1.388967,-1.377874,-1.380026,-1.398443
-1.384630,-1.383033,-1.379349,-1.398268
-1.384713,-1.382940,-1.379708,-1.397912
-1.385971,-1.381403,-1.379654,-1.398254
-1.385853,-1.380307,-1.378026,-1.401153
-1.383452,-1.384555,-1.379711,-1.397551
-1.384432,-1.382825,-1.378974,-1.399061
-1.382698,-1.386941,-1.381674,-1.393911
-1.382962,-1.385775,-1.380340,-1.396172
-1.384735,-1.382860,-1.379470,-1.398214
-1.384313,-1.383273,-1.379375,-1.398319
-1.386111,-1.380971,-1.379430,-1.398781
-1.385476,-1.380723,-1.377928,-1.401212
-1.385722,-1.381294,-1.379185,-1.399097
-1.387378,-1.378270,-1.377890,-1.401828
-1.386779,-1.380100,-1.379188,-1.399238
-1.387001,-1.379550,-1.378977,-1.399789
-1.383027,-1.384636,-1.379046,-1.398576
-1.386241,-1.380403,-1.378801,-1.399869
-1.385602,-1.381599,-1.379348,-1.398741
-1.385659,-1.381562,-1.379361,-1.398708
-1.385372,-1.381926,-1.379214,-1.398778
-1.383675,-1.383027,-1.378243,-1.400372
-1.383356,-1.386204,-1.381764,-1.393897
-1.381270,-1.387087,-1.379282,-1.397640
-1.383650,-1.383587,-1.378613,-1.399450
-1.384677,-1.382598,-1.378934,-1.399086
-1.384655,-1.382577,-1.379115,-1.398944
