-0.168597,0.293797,-0.452063
-0.121592,0.156303,-0.387725
-0.065104,0.114392,-0.336280
-0.088981,0.141123,-0.355396
-0.152089,0.204054,-0.445207
-0.147677,0.253704,-0.426003
-0.087850,0.154609,-0.380823
-0.174967,0.306724,-0.509806
-0.153948,0.236631,-0.421782
-0.151897,0.339920,-0.462562
-0.126123,0.203715,-0.397114
-0.075622,0.089969,-0.340620
-0.137719,0.176342,-0.404886
-0.155601,0.213559,-0.426325
-0.111467,0.232886,-0.416922
-0.120224,0.154098,-0.379681
-0.208390,0.252987,-0.460720
-0.166745,0.252240,-0.441934
-0.139046,0.232917,-0.427382
-0.136265,0.242779,-0.433036
-0.146157,0.205737,-0.409752
-0.150044,0.325180,-0.499156
-0.211700,0.243572,-0.506585
-0.203975,0.295564,-0.486857
-0.165557,0.218731,-0.433898
-0.186328,0.327928,-0.499364
-0.156828,0.271465,-0.443240
-0.170246,0.332549,-0.479359
-0.110063,0.220776,-0.424863
-0.190174,0.320249,-0.466769
-0.116644,0.174564,-0.400137
-0.140847,0.337014,-0.488809
-0.192457,0.250591,-0.464864
-0.139627,0.289373,-0.436020
-0.098716,0.145840,-0.367409
-0.096444,0.165032,-0.363972
-0.176822,0.337116,-0.471477
-0.064034,0.159505,-0.365061
-0.126400,0.338009,-0.471378
-0.128770,0.287079,-0.454276
-0.121479,0.158150,-0.370722
-0.169610,0.310158,-0.467183
-0.182259,0.251231,-0.466483
-0.118352,0.234596,-0.412554
-0.120041,0.174599,-0.385303
-0.173197,0.206480,-0.432083
-0.214060,0.270595,-0.506824
-0.191303,0.251805,-0.457323
-0.139593,0.322484,-0.476121

-0.091412,0.145901,-0.209809
-0.062059,0.077427,-0.176442
-0.033289,0.056572,-0.154481
-0.045455,0.069776,-0.162756
-0.077473,0.100937,-0.200136
-0.080211,0.126542,-0.198776
-0.044892,0.076444,-0.173558
-0.088187,0.146609,-0.232659
-0.083585,0.118274,-0.196845
-0.076601,0.161064,-0.214103
