-0.005662,0.024067,0.011725,0.017495,-0.016202
-0.016751,-0.057078,0.021150,0.007177,0.018792
-0.034001,-0.351552,0.612741,0.730054,0.456639
-0.043033,0.036244,-0.031407,-0.039769,-0.043264
-0.843078,0.434068,-0.535422,-0.617350,-0.453875
-1.095540,0.651276,-0.369633,-0.468877,-0.637752
-0.147101,-0.188517,0.509456,0.663850,0.367537
0.548908,-0.375786,0.261331,0.448385,0.880191
0.093742,-0.093461,0.058659,0.080312,0.058375
0.081361,-0.177542,0.204648,0.197988,0.163179
-0.019218,0.041065,-0.017827,-0.018350,-0.032592
0.158021,-0.110679,0.174914,0.178611,0.261508
0.007319,0.008799,-0.012927,-0.018815,-0.007849
0.545069,-0.514715,0.480150,0.621931,0.714748
0.027264,-0.010985,-0.001882,-0.002557,-0.016618
0.688636,-0.555373,0.409077,0.559057,0.994128
-0.040315,-0.316512,0.612781,0.729677,0.442225
0.132588,-0.102759,0.127006,0.149158,0.120680
-0.004586,-0.031528,-0.000678,-0.012988,-0.004066
0.464422,-0.468140,0.503802,0.640293,0.674543
-0.849908,0.535636,-0.472324,-0.564411,-0.541312
0.680083,-0.536965,0.394865,0.548207,0.987854
0.966219,-1.024421,0.648647,0.724045,1.642310
0.750427,-0.689307,0.481518,0.608949,1.119658
0.055943,-0.096566,0.057605,0.052649,0.051202
0.488105,-0.483385,0.506902,0.641803,0.674377
-0.438219,0.313089,-0.259013,-0.217419,-0.249540
0.466796,-0.448505,0.525430,0.655859,0.673368
-0.044359,-0.311481,0.606237,0.725507,0.440224
0.576579,-0.638266,0.565865,0.681502,0.851359
0.039941,-0.011464,0.007638,0.031656,0.009896
0.032154,-0.028961,0.013229,0.004952,0.019287
0.001829,-0.050067,0.026748,0.020776,0.009990
0.192296,-0.180806,0.179407,0.199478,0.181934
0.681511,-0.541543,0.404870,0.556076,0.991665
0.401941,-0.346061,0.109730,0.324971,0.822188
0.356799,-0.473365,0.630493,0.726267,0.644444
-0.714066,0.314486,-0.574173,-0.641642,-0.253950
0.515323,-0.501379,0.533549,0.660088,0.733726
-0.841741,0.500520,-0.464505,-0.558150,-0.524810
-0.034377,-0.332518,0.601215,0.722349,0.450318
0.550311,-0.518754,0.465111,0.607313,0.741694
-1.093906,0.667836,-0.375270,-0.474041,-0.641705
-1.097150,0.651467,-0.375644,-0.473980,-0.639349
0.642542,-0.629531,0.452367,0.589706,0.913301
0.611131,-0.582762,0.464349,0.607823,0.845307
-1.091641,0.663351,-0.377599,-0.476092,-0.641381
0.039248,0.000246,0.029049,0.030488,0.037151
0.011108,0.124897,-0.016732,-0.006850,-0.077377

-0.004226,0.023184,0.011461,0.016840,-0.012807
-0.013855,-0.054836,0.020687,0.006788,0.013612
-0.007427,-0.334397,0.541857,0.616388,0.426675
-0.037786,0.035126,-0.030858,-0.037474,-0.029865
-0.680048,0.399605,-0.485212,-0.539748,-0.237463
-0.679271,0.568315,-0.351926,-0.436936,-0.539190
-0.026095,-0.184303,0.465640,0.575204,0.351262
0.473827,-0.349358,0.252859,0.268880,0.654770
0.090434,-0.089324,0.057444,0.065251,0.024182
0.010395,-0.173299,0.200987,0.193914,0.160235
-0.016914,0.038907,-0.017347,-0.016570,-0.019071
0.152942,-0.105279,0.169355,0.133865,0.096184
0.003324,0.008131,-0.012749,-0.016266,-0.006732
0.345519,-0.456840,0.438779,0.471078,0.601792
0.003349,-0.010728,-0.001871,-0.002524,-0.016331
0.562515,-0.486180,0.382169,0.295976,0.703644
-0.008405,-0.303328,0.541849,0.616453,0.414866
0.126875,-0.098033,0.123666,0.122044,0.054304
-0.004087,-0.030559,-0.000667,-0.012183,-0.002768
0.263765,-0.422138,0.457154,0.502681,0.579711
-0.669462,0.477109,-0.435076,-0.506430,-0.351335
0.558414,-0.473211,0.370324,0.290869,0.700056
0.709190,-0.718819,0.555113,0.234199,0.844986
0.603584,-0.571206,0.439921,0.274671,0.739066
0.007478,-0.094188,0.057206,0.051928,0.050324
0.276469,-0.433069,0.459165,0.499770,0.579201
-0.397357,0.295997,-0.250471,-0.191497,-0.110043
0.256902,-0.407218,0.473752,0.517237,0.579753
-0.009216,-0.298777,0.537249,0.613876,0.413202
0.378042,-0.545451,0.504203,0.503952,0.679468
0.038614,-0.011045,0.007504,0.026398,0.004228
0.013919,-0.026737,0.013042,0.004311,0.016731
0.001376,-0.048193,0.026148,0.019980,0.007896
0.182099,-0.170952,0.173526,0.162908,0.085989
0.558133,-0.476668,0.378764,0.298322,0.703531
0.368048,-0.324725,0.108330,0.188214,0.610585
0.133668,-0.426166,0.547357,0.581685,0.564161
-0.611396,0.296383,-0.513757,-0.537528,-0.076423
0.304469,-0.448091,0.479925,0.509735,0.616200
-0.666233,0.450407,-0.428783,-0.501588,-0.338920
-0.007451,-0.317514,0.533690,0.611569,0.421482
0.360131,-0.453831,0.424848,0.431240,0.613345
-0.679931,0.579261,-0.356823,-0.441096,-0.541446
-0.680916,0.568402,-0.357140,-0.441044,-0.539750
0.456353,-0.516969,0.411459,0.338182,0.686737
0.451481,-0.508619,0.427636,0.433284,0.669208
-0.679395,0.576245,-0.358819,-0.442737,-0.540862
0.015722,0.000229,0.028650,0.027129,0.032945
0.002411,0.114736,-0.016456,-0.006377,-0.071709

0.004166,0.000338,-0.007362,-0.032529,0.018304
0.058787,-0.113791,0.067843,-0.086464,-0.066931
0.814799,-0.113518,0.888956,-0.886998,-0.314729
-0.094617,0.154890,-0.086873,0.079942,0.225825
-0.196153,0.825787,-0.096627,0.640370,0.914171
-0.530528,1.542964,-0.446447,1.127916,1.232507
0.728047,-0.076153,0.824633,-0.838428,-0.260819
1.272430,-0.273886,1.252482,-1.075947,-0.772938
0.282871,-0.227128,0.265876,-0.273194,-0.280088
0.670057,-0.249415,0.719924,-0.649283,-0.306326
-0.014391,0.042490,-0.028171,0.057308,0.120482
0.699602,-0.399378,0.676785,-0.541365,-0.581485
-0.019969,0.032928,-0.036670,-0.012208,0.052497
1.067114,-0.167986,1.060211,-0.999640,-0.576049
0.076635,-0.015878,0.031335,-0.041044,0.013829
1.453855,-0.214742,1.343897,-1.125527,-0.822851
0.811247,-0.113573,0.883753,-0.881862,-0.317575
0.494144,-0.352462,0.500842,-0.432290,-0.469254
0.009002,0.007645,0.019866,-0.050847,0.061451
0.932938,-0.147906,0.938585,-0.940700,-0.479072
-0.320722,0.952034,-0.269556,0.891500,0.952244
1.418117,-0.215323,1.324699,-1.121611,-0.810250
2.060574,-0.134583,1.599980,-1.193948,-0.873216
1.637634,-0.192136,1.449332,-1.158586,-0.852002
0.375823,-0.200357,0.370147,-0.332117,-0.163113
0.984540,-0.153559,0.966285,-0.945344,-0.499930
-0.329213,0.795404,-0.282689,0.501676,0.818802
0.880217,-0.118260,0.905675,-0.935879,-0.412070
0.803837,-0.111190,0.877701,-0.879333,-0.314451
1.180619,-0.165982,1.133068,-1.028304,-0.617457
0.046229,-0.036824,0.036758,-0.099648,-0.037508
0.071520,-0.049824,0.060016,-0.111107,-0.043235
0.094419,-0.092972,0.098068,-0.125695,-0.075197
0.818194,-0.454256,0.791763,-0.613299,-0.678914
1.432191,-0.214195,1.330091,-1.123164,-0.817428
1.152626,-0.356986,1.160256,-0.996522,-0.757239
0.637850,-0.023740,0.752894,-0.914808,-0.233872
-0.236368,0.878211,-0.174845,0.576868,0.900908
1.009501,-0.145686,0.999661,-0.972484,-0.496204
-0.319617,0.947758,-0.270652,0.860119,0.935925
0.798384,-0.106741,0.877515,-0.882032,-0.304566
1.269663,-0.255308,1.210068,-1.032261,-0.789156
-0.532472,1.568550,-0.449599,1.131405,1.234332
-0.533346,1.558096,-0.449246,1.130951,1.236945
1.677688,-0.265299,1.461389,-1.125041,-0.918255
1.345990,-0.197917,1.283545,-1.087953,-0.713775
-0.529631,1.560612,-0.449024,1.132163,1.233336
0.093250,-0.068785,0.072174,-0.148458,-0.055710
-0.196542,0.367651,-0.255110,0.114932,0.192954

0.001697,0.000156,-0.003072,-0.025871,0.008470
0.029618,-0.044379,0.035653,-0.079007,-0.025720
0.644758,-0.003297,0.688259,-0.639514,-0.032131
-0.037855,0.078586,-0.036801,0.073808,0.105054
-0.003357,0.666791,-0.001686,0.471903,0.691851
-0.003360,0.906498,-0.002946,0.404906,0.832514
0.570616,-0.004627,0.633830,-0.610139,-0.047986
0.827931,-0.005288,0.828643,-0.779215,-0.027515
0.180186,-0.063937,0.180057,-0.260329,-0.079537
0.413365,-0.058741,0.458170,-0.468106,-0.118852
-0.006635,0.020146,-0.014019,0.055205,0.052411
0.471313,-0.066562,0.480318,-0.486153,-0.104609
-0.007778,0.015900,-0.014595,-0.009483,0.025281
0.772456,-0.001722,0.772492,-0.717660,-0.014787
0.027438,-0.009092,0.012203,-0.031345,0.009122
0.883922,-0.001874,0.863476,-0.800757,-0.015073
0.640357,-0.003601,0.683686,-0.636744,-0.034746
0.334583,-0.072659,0.355418,-0.399187,-0.102087
0.004380,0.003255,0.010212,-0.047644,0.024913
0.714296,-0.001879,0.719625,-0.669576,-0.016421
-0.003374,0.731509,-0.002689,0.380047,0.718087
0.875696,-0.002024,0.858027,-0.798743,-0.015867
0.964074,-0.000367,0.918982,-0.827908,-0.005959
0.918530,-0.001151,0.889480,-0.814524,-0.011194
0.176362,-0.086960,0.186503,-0.248865,-0.090377
0.737774,-0.001855,0.732711,-0.676249,-0.016069
-0.034873,0.582800,-0.033035,0.431630,0.550339
0.689147,-0.001534,0.704190,-0.660631,-0.015315
0.635532,-0.003639,0.680021,-0.635643,-0.035392
0.818578,-0.000951,0.804866,-0.743778,-0.009806
0.025048,-0.014326,0.021362,-0.096139,-0.014100
0.031198,-0.021600,0.026805,-0.085485,-0.019446
0.043816,-0.037461,0.046592,-0.101829,-0.031190
0.548047,-0.061758,0.555927,-0.537829,-0.101308
0.879190,-0.001925,0.859820,-0.799508,-0.015419
0.770968,-0.013910,0.783430,-0.747315,-0.046895
0.549663,-0.000387,0.624772,-0.650773,-0.015151
-0.007663,0.685148,-0.006148,0.480567,0.670748
0.751102,-0.001406,0.749455,-0.696352,-0.013293
-0.003719,0.728444,-0.002982,0.384537,0.708477
0.633859,-0.003362,0.680972,-0.637342,-0.033493
0.838288,-0.002630,0.824652,-0.754420,-0.017656
-0.003212,0.910937,-0.002826,0.405473,0.833465
-0.003295,0.909130,-0.002892,0.405314,0.834024
0.920895,-0.002206,0.889590,-0.802256,-0.015558
0.862040,-0.001443,0.848970,-0.780695,-0.012338
-0.003205,0.909656,-0.002827,0.405006,0.833137
0.040562,-0.029922,0.032412,-0.111868,-0.026303
-0.052065,0.237851,-0.073529,0.082669,0.140583

