0.295728,-0.614459,0.536682,0.625820,-0.637564,-0.929256
0.097680,0.021756,0.066211,0.081821,0.002050,-0.065357
-0.704967,0.498456,-0.836795,-0.448381,0.589466,0.270506
0.070216,0.033966,0.073878,0.082716,0.007500,-0.022667
0.018023,0.066692,0.083012,0.107269,0.040912,0.137761
0.272724,-0.546812,0.415305,0.429580,-0.589244,-0.540730
-0.540907,0.684103,-0.791055,-0.512253,0.538606,0.303485
-0.312643,0.575444,-0.458429,-0.121330,0.398080,-0.240962
-0.118237,0.070389,-0.242090,-0.181547,0.073949,0.089466
0.023193,-0.037966,0.028262,0.063090,-0.058114,-0.141962
-0.008021,-0.034550,0.063941,0.086865,-0.014921,0.039162
0.203905,-0.650695,0.114682,0.298188,-0.613055,-0.404593
-0.053155,-0.007839,0.028304,0.116220,-0.019421,-0.118701
-0.134362,0.112831,-0.307369,-0.304956,0.120687,0.199744
-0.190684,0.070837,-0.309448,-0.244266,0.070011,0.072047
0.035411,-0.023412,0.053414,0.125897,-0.025099,-0.132795
-0.013505,-0.033950,0.052821,0.070220,-0.016691,0.040572
0.352650,-0.520655,0.398107,0.346880,-0.569091,-0.366312
0.042052,0.037703,0.008024,0.016031,0.012233,0.129657
0.222369,-0.674275,0.114059,0.220099,-0.659046,-0.555889
-0.383108,0.633943,-0.554688,-0.289029,0.470499,0.093371
0.392734,-0.499556,0.599919,0.604924,-0.567756,-1.122751
0.349140,-0.407348,0.460988,0.348710,-0.525412,-0.695842
-0.621212,0.495920,-0.788663,-0.436659,0.560083,0.244970
-0.153457,-0.085683,0.073889,0.247504,-0.043886,-0.137068
-0.081782,0.028005,-0.040813,0.075933,0.016069,0.077143
0.261117,-0.520372,0.423899,0.408203,-0.573723,-0.487349
-0.395310,0.644671,-0.596313,-0.430365,0.483994,0.112126
0.063060,-0.122476,0.197902,0.370381,-0.105642,-0.565848
0.005136,-0.020674,-0.005050,0.117168,-0.073930,-0.125033
0.196302,0.055490,0.036342,-0.037199,0.026149,0.066549
-0.454439,0.678501,-0.783348,-0.516787,0.534655,0.274797
-0.049858,0.037057,-0.036947,-0.015495,0.020627,-0.034997
-0.521645,0.616595,-0.640746,-0.401696,0.602293,0.320489
0.013441,0.046744,-0.107278,-0.163395,0.021939,0.085639
0.353511,-0.550531,0.501167,0.525991,-0.579609,-0.763945
0.029653,0.065651,-0.054376,-0.093819,0.030058,0.055499
-0.580054,0.623079,-0.783748,-0.555990,0.623056,0.363383
0.350038,-0.540519,0.440645,0.430783,-0.577205,-0.550590
0.284621,-0.536480,0.219875,0.127494,-0.594571,-0.383647
-0.510675,0.641904,-0.708126,-0.555739,0.624368,0.446246
-0.113359,0.022107,-0.128909,-0.022083,0.018748,0.035790
0.155837,-0.654181,0.084647,0.297185,-0.618015,-0.409183
0.118156,-0.013406,0.158163,0.250691,-0.024504,-0.171700
0.016051,-0.000632,0.031308,0.023017,0.009024,0.153122
0.189778,-0.636496,0.043819,0.171107,-0.603792,-0.296518
-0.575914,0.686685,-0.873421,-0.599755,0.553290,0.300096
-0.030343,0.018728,-0.055207,0.049301,0.016085,0.029800
0.275869,-0.510664,0.397226,0.371957,-0.564415,-0.404151

0.189146,-0.507967,0.317812,0.424129,-0.550089,-0.660845
0.072438,0.019909,0.048405,0.068305,0.001985,-0.057664
-0.400820,0.459159,-0.337862,-0.370348,0.509763,0.244722
0.050765,0.031398,0.051621,0.068202,0.007256,-0.020249
0.013031,0.061241,0.058245,0.087311,0.039476,0.120725
0.157493,-0.471922,0.217458,0.280937,-0.514747,-0.453778
-0.457949,0.570867,-0.625600,-0.449943,0.477371,0.164597
-0.280928,0.469857,-0.411284,-0.113952,0.361136,-0.086122
-0.061422,0.069044,-0.083396,-0.135284,0.071510,0.086669
0.017200,-0.030996,0.025891,0.058544,-0.055915,-0.084251
-0.004694,-0.031304,0.050518,0.077007,-0.014257,0.029324
0.069807,-0.565971,0.021949,0.169000,-0.531764,-0.376800
-0.041483,-0.006319,0.026461,0.109080,-0.018807,-0.068557
-0.066591,0.110529,-0.096484,-0.215954,0.116083,0.191672
-0.098659,0.069579,-0.104231,-0.181818,0.067805,0.069992
0.027692,-0.018415,0.050049,0.117761,-0.024252,-0.073161
-0.007860,-0.030906,0.041492,0.062322,-0.015960,0.030745
0.193207,-0.452589,0.201895,0.218178,-0.498519,-0.320882
0.031784,0.030796,0.007420,0.014879,0.011787,0.074534
0.078715,-0.583172,0.021467,0.136147,-0.565533,-0.498260
-0.338828,0.525330,-0.481099,-0.266772,0.422255,0.042383
0.296618,-0.371871,0.458656,0.436186,-0.500735,-0.612721
0.263191,-0.340161,0.356644,0.272586,-0.471932,-0.502766
-0.373180,0.456983,-0.344209,-0.363596,0.489298,0.221211
-0.094967,-0.077341,0.060308,0.221711,-0.042255,-0.103198
-0.041877,0.027543,-0.013551,0.058329,0.015604,0.075028
