-0.413469,0.106448,-0.102832,-0.275835,-0.056334,-0.081857,0.285965,-0.086562,-0.057125
-0.463011,0.482867,0.379961,0.150686,-0.643475,-0.656624,0.288795,-0.523865,-0.601540
-0.244671,0.623044,0.527548,0.900917,-0.733055,-0.763870,0.915345,-0.664940,-0.730478
-0.435023,-0.022616,-0.021767,-0.480477,0.014648,0.009279,-0.067941,0.036152,0.013910
0.342400,-0.295577,-0.372592,0.376509,0.410968,0.390406,0.734926,0.577967,0.356660
-0.133483,0.417831,0.561670,0.177257,-0.547768,-0.541745,0.283380,-0.277547,-0.512546
-0.326753,0.506380,0.427440,0.214843,-0.652723,-0.690503,0.386798,-0.533147,-0.626895
0.076490,0.199151,0.121712,0.838968,-0.213262,-0.232167,0.830335,-0.191270,-0.227894
0.462763,-0.037429,0.042587,0.247147,0.032877,-0.003608,0.047990,0.021073,0.018382
-0.694989,0.035183,-0.125381,-0.623208,-0.045372,-0.048705,0.076666,-0.068787,-0.034545
-0.275154,0.073998,0.078169,0.030451,-0.072960,-0.099986,0.382466,-0.110136,-0.085065
-0.412994,0.492874,0.405413,0.240081,-0.645291,-0.655339,0.411029,-0.528040,-0.615567
0.818858,-0.445270,-0.337640,-0.034459,0.518003,0.490849,-0.149933,0.679208,0.502962
-0.063834,0.096139,0.119870,0.650490,-0.095327,-0.099950,0.910909,-0.117244,-0.113705
-0.397728,0.561149,0.452175,0.401508,-0.696426,-0.725864,0.617089,-0.586236,-0.676053
-0.068958,0.579012,0.286028,0.722663,-0.727334,-0.781563,0.553587,-0.622526,-0.707595
0.328681,-0.159947,-0.455787,0.280360,0.263068,0.211173,0.400097,0.522103,0.238079
-0.138493,0.478530,0.444412,0.286480,-0.628572,-0.648227,0.156042,-0.505746,-0.588324
-0.054892,0.183447,0.103448,0.927437,-0.215966,-0.193927,1.106785,-0.243197,-0.178797
-0.356880,-0.049463,0.011199,-0.316293,0.028838,0.011479,0.076984,0.006328,0.025567
-0.186055,-0.008089,0.052197,-0.133847,-0.001283,-0.045375,0.244727,-0.024942,-0.019906
1.400573,-0.512508,-0.105597,0.192933,0.559045,0.543444,-0.197099,0.765569,0.531338
0.243003,-0.214402,-0.511824,0.228377,0.314026,0.274263,0.529799,0.549042,0.283001
-0.354644,0.028786,-0.111753,-0.393316,-0.005424,-0.011501,-0.008961,-0.030365,0.005997
-0.235740,0.608399,0.291899,0.722547,-0.753231,-0.801655,0.752751,-0.641188,-0.739515
0.226216,-0.033342,0.011938,0.062192,0.030976,-0.000547,0.046775,0.013592,0.025213
0.932148,-0.284658,0.064497,0.388119,0.329389,0.328944,0.344934,0.617571,0.281756
0.690142,-0.321834,-0.294599,0.452128,0.448114,0.401179,0.537908,0.605126,0.383658
0.075000,0.515553,0.511262,0.772869,-0.653392,-0.682285,0.694764,-0.579656,-0.652830
0.322558,-0.053071,-0.055146,0.745457,0.108325,0.055227,0.880301,0.119452,0.046283
-0.130233,0.475567,0.426323,0.395561,-0.624007,-0.656507,0.367411,-0.511142,-0.609105
-0.182554,-0.021564,-0.008948,-0.312005,0.023028,0.019330,0.006111,0.028576,0.020410
-0.248808,0.011902,-0.100943,-0.228355,0.012031,-0.009936,0.099031,-0.022954,0.009733
-0.050845,0.018145,-0.072994,0.019002,0.009631,-0.030555,0.171797,-0.037756,-0.001328
-0.405672,0.085416,0.050833,-0.088341,-0.075929,-0.087215,0.277618,-0.108438,-0.074029
0.084121,-0.026129,-0.082178,0.061754,0.063236,0.030597,0.085547,0.018271,0.047367
-0.354719,0.605492,0.290651,0.523269,-0.756765,-0.812950,0.621831,-0.647892,-0.733094
-0.057489,-0.006973,0.016683,-0.041291,0.009157,0.009317,0.202546,-0.010406,0.004087
0.038917,0.017391,-0.066684,0.079255,0.000282,-0.044772,0.074255,-0.058990,0.013403
-0.302118,0.123041,0.050388,0.066675,-0.131701,-0.128396,0.454682,-0.157764,-0.114008
0.366631,-0.321771,-0.357652,0.046476,0.426623,0.419376,0.275446,0.593549,0.393695
-0.063331,0.028286,-0.081167,0.022550,-0.002448,-0.021020,0.110535,-0.037945,0.001858
-0.180010,0.047214,-0.090327,-0.109440,-0.014671,-0.038918,0.125284,-0.047884,-0.007305
0.428954,0.048321,0.086988,0.265543,-0.083138,-0.107142,0.027213,-0.038500,-0.087102
-0.414038,0.509664,0.416468,0.306218,-0.660875,-0.676526,0.510855,-0.551660,-0.636020
-0.165211,0.549168,0.240190,0.747090,-0.686951,-0.735203,0.820202,-0.551792,-0.684247
0.264572,-0.027246,0.020723,0.143600,0.027479,-0.003462,0.106652,0.008215,0.016223
-0.214803,0.070404,-0.032873,-0.070911,-0.053769,-0.063312,0.250089,-0.047851,-0.053174
-0.287618,0.482999,0.417234,0.174449,-0.636044,-0.661318,0.243883,-0.507628,-0.599746

-0.253853,0.070648,-0.070480,-0.211490,-0.048147,-0.068160,0.231387,-0.078945,-0.048947
-0.254896,0.385294,0.332907,0.121492,-0.491609,-0.513359,0.209475,-0.418612,-0.479551
-0.194164,0.535663,0.468362,0.570291,-0.596319,-0.623477,0.553635,-0.533918,-0.606141
-0.365560,-0.014977,-0.017437,-0.322406,0.012002,0.007985,-0.050531,0.033534,0.011524
0.303728,-0.243823,-0.337542,0.149307,0.352952,0.334449,0.234087,0.487058,0.317890
-0.083921,0.371746,0.481821,0.115852,-0.473545,-0.463313,0.195454,-0.209333,-0.449280
-0.200483,0.421434,0.377136,0.170091,-0.514674,-0.549153,0.275155,-0.429226,-0.513105
0.062834,0.186519,0.107230,0.415189,-0.205267,-0.219961,0.559191,-0.168055,-0.219299
0.315835,-0.034078,0.034545,0.143915,0.031599,-0.003360,0.038992,0.018135,0.017674
-0.324498,0.015997,-0.069065,-0.433123,-0.035044,-0.034834,0.062826,-0.060505,-0.025153
-0.252479,0.063269,0.067613,0.016444,-0.068541,-0.093334,0.260109,-0.095622,-0.078871
-0.246181,0.405115,0.356676,0.188558,-0.505208,-0.522266,0.289540,-0.421719,-0.499314
0.574050,-0.342277,-0.300784,-0.011581,0.426918,0.388688,-0.052034,0.526466,0.423734
-0.061794,0.089297,0.110838,0.352066,-0.091199,-0.096540,0.540112,-0.109417,-0.109349
-0.264901,0.470770,0.401551,0.307264,-0.551631,-0.581414,0.412628,-0.471347,-0.553727
-0.053214,0.493654,0.269587,0.564601,-0.551464,-0.625509,0.409661,-0.537719,-0.582485
0.290902,-0.129862,-0.408557,0.166729,0.220097,0.188642,0.163842,0.466258,0.215487
-0.082174,0.403290,0.389056,0.220439,-0.501987,-0.523164,0.115444,-0.405083,-0.489446
-0.053625,0.169758,0.097930,0.573135,-0.200901,-0.187187,0.642450,-0.233510,-0.171526
-0.307393,-0.035530,0.008717,-0.166833,0.025743,0.009999,0.053844,0.005285,0.021845
-0.170744,-0.006702,0.044086,-0.071911,-0.001192,-0.041722,0.170159,-0.021543,-0.018192
