0.090705,0.048835,-0.260444,-0.094385,0.046830,0.018564,-0.025322,0.018814,-0.022039,-1.066405
-0.533107,-1.145789,-1.119362,-0.181637,0.286381,0.570882,-0.139194,0.640762,-0.586034,-1.672669
0.234214,-0.434775,-1.085660,0.706099,-0.207937,-0.575160,0.062000,-0.376715,0.761976,-1.867546
0.052299,0.157305,0.015101,-0.135119,0.070092,0.029245,-0.054591,0.017001,-0.026517,-0.767859
0.175138,0.032463,-1.183498,0.506122,-0.116718,-0.218629,0.229126,-0.128575,0.221228,-1.421999
0.038340,0.111720,-0.898713,0.133865,-0.037371,-0.083949,0.078025,-0.065202,0.063839,-0.973698
-0.471933,-1.555836,-0.467326,-0.222731,0.191516,0.283802,-0.338267,0.317550,-0.297918,-1.981880
-0.410117,-0.187653,-0.384560,-0.313584,0.476420,0.556710,-0.355969,0.574869,-0.529320,-0.821534
0.080890,0.071150,-0.069745,0.011279,-0.031620,-0.043414,0.072484,-0.035962,0.022480,-1.025024
-0.219795,-0.969380,-0.471150,-0.144480,0.128113,0.180193,-0.201775,0.172200,-0.172797,-1.575313
0.161273,0.006307,-1.137312,0.457558,-0.083358,-0.191486,0.178912,-0.108957,0.196015,-1.406352
0.291143,-0.270409,-0.413765,0.697041,-0.360553,-0.687099,0.282887,-0.480130,0.897040,-1.743763
0.353066,0.097106,-0.552602,0.675696,-0.355512,-0.745651,0.299791,-0.538751,0.946158,-1.386156
-0.178254,-0.231850,-0.169662,-0.084421,0.136851,0.120234,-0.201427,0.128579,-0.150152,-1.061986
0.381511,0.177082,-0.487274,0.723273,-0.368778,-0.759437,0.314152,-0.554699,0.958248,-1.346695
-0.086968,-0.382754,-0.271291,-0.046798,0.086487,0.097720,-0.117415,0.094792,-0.102189,-1.338178
-0.346913,-1.175919,-0.801005,-0.173102,0.178348,0.253926,-0.310726,0.271709,-0.266288,-1.704644
-0.120596,-0.019413,-0.225039,-0.255938,0.003387,0.010906,0.007463,0.001114,-0.013121,-0.712209
-0.125318,-0.158891,-0.469711,-0.057491,0.128745,0.132154,-0.232948,0.117607,-0.133205,-1.126831
-0.091842,-0.119960,-0.340121,-0.171452,-0.019936,-0.005375,0.035761,-0.015455,-0.002244,-0.853472
0.076995,0.217208,0.068999,-0.043264,0.013429,-0.014739,0.017475,-0.022324,0.003257,-0.977674
-0.478092,-0.494020,-0.912150,-0.138181,0.623314,0.505078,-0.542099,0.585808,-0.486611,-1.241446
-0.624195,-1.148696,-0.618716,-0.367224,0.401499,0.691121,-0.368653,0.778525,-0.703989,-1.495116
-0.049313,-0.132109,-0.722001,-0.151865,-0.002450,-0.018584,0.022949,-0.010815,0.007716,-0.918727
0.391204,0.031744,-0.289000,0.538417,-0.523945,-0.653965,0.428917,-0.501978,0.724676,-1.586948
-0.114952,-0.075994,-0.429898,-0.205597,0.027768,0.028820,-0.028508,0.014680,-0.035444,-0.812241
0.039568,-0.030938,-0.424399,0.189374,-0.122859,-0.113170,0.210685,-0.075079,0.123794,-1.340495
0.099689,0.115493,0.011035,-0.168028,0.076488,0.042686,-0.062863,0.038418,-0.034855,-0.879708
-0.336945,-0.178728,-0.529740,-0.228271,0.443518,0.512381,-0.303248,0.538148,-0.496975,-0.806833
0.054323,0.042905,-0.103611,-0.185314,0.063191,0.035932,-0.045961,0.035466,-0.031887,-0.943563
0.051900,0.043290,-0.268906,0.071640,-0.044684,-0.069246,0.094309,-0.053460,0.034885,-1.088873
-0.061277,-0.350871,-0.689739,-0.144098,0.044928,0.064908,-0.066341,0.045341,-0.066176,-1.256042
-0.045280,-0.743774,-1.252457,0.223863,0.224750,0.147407,-0.341790,0.141580,-0.125243,-2.121563
0.010120,-0.108424,-0.158978,-0.137736,-0.021780,0.001384,0.028892,0.004308,-0.015379,-1.138741
0.344194,0.020798,-0.672137,0.510046,-0.472669,-0.674715,0.375627,-0.518525,0.754110,-1.444535
0.148535,0.163494,-0.020842,0.033289,0.040843,-0.004029,-0.017626,-0.000312,0.001960,-0.900460
-0.579520,-0.594355,-0.469827,-0.346676,0.371675,0.614532,-0.293762,0.680646,-0.605478,-0.678171
0.327327,0.077460,-0.521879,0.547741,-0.479920,-0.670865,0.380183,-0.520250,0.742911,-1.453792
0.301181,-0.125936,-1.070130,0.574148,-0.374145,-0.638938,0.234356,-0.493361,0.748955,-1.509117
-0.054046,-0.163575,-0.446492,-0.110245,0.002199,0.024399,0.008605,0.022068,-0.024708,-1.107032
-0.724229,-1.544162,-1.727778,-0.241216,0.539922,0.753986,-0.549688,0.852967,-0.760444,-1.824068
0.193903,-0.006531,-0.212535,0.373269,-0.449289,-0.605150,0.326253,-0.466651,0.682341,-1.256469
0.067086,0.129919,0.054869,-0.150616,0.056843,0.017979,-0.027169,0.006425,-0.012430,-0.740198
-0.086144,0.069128,-0.021222,-0.167801,0.001814,0.031775,-0.015253,0.004925,-0.012047,-0.697832
-0.034941,0.001446,-0.448768,-0.043361,0.034620,-0.023570,-0.011073,-0.017656,0.001790,-0.909537
0.064397,0.071086,0.004261,-0.056531,0.005921,-0.005197,0.015070,-0.002676,-0.011276,-0.989193
-0.710698,-1.434076,-1.029018,-0.420431,0.361236,0.670688,-0.318340,0.778735,-0.693255,-1.569536
-0.058501,0.096478,-0.125731,-0.087559,-0.008442,0.014647,0.006351,-0.001454,-0.013315,-0.934062
