0.000466,-0.008565,0.038109,-0.017450,0.085447,0.018052,-0.049951
0.006789,-0.004755,-0.025290,-0.006236,0.093032,0.015585,-0.062193
0.584579,-0.449175,-0.241605,0.336055,-0.427768,-0.449447,0.123295
-0.025550,0.029121,0.482612,-0.053263,0.123379,0.030640,0.133279
-0.628990,0.715310,0.428598,-0.566786,0.259224,0.711568,0.688273
-0.599322,0.959738,0.633745,-0.778802,0.465493,1.070553,0.614321
0.531989,-0.373981,0.534069,0.240496,-0.352857,-0.390738,0.313757
0.237463,-0.460787,-0.062108,0.387610,-0.663474,-0.517169,-0.169337
0.013147,-0.031200,-0.323146,0.039144,-0.105424,-0.003465,-0.073667
0.082088,-0.105563,0.011917,0.080215,-0.152636,-0.139791,0.163081
-0.000632,-0.023820,0.001525,0.012487,0.006745,0.006431,-0.102691
-0.000315,-0.055163,0.187563,0.052730,-0.266642,-0.041384,-0.105159
-0.047412,0.036751,0.221945,-0.049280,0.217244,0.033278,-0.022904
0.409211,-0.535255,-0.305958,0.424591,-0.571295,-0.574786,-0.286864
0.004866,-0.006561,-0.177083,0.026692,0.000591,-0.013860,0.068139
0.258151,-0.485813,-0.044247,0.410318,-0.592456,-0.548204,-0.254798
0.575614,-0.440278,-0.062407,0.326216,-0.391347,-0.448306,0.166025
-0.015183,0.000596,0.418939,-0.010381,-0.040170,0.014584,0.036344
0.029456,-0.033431,-0.139660,0.024714,0.037147,-0.022686,0.014945
0.386027,-0.512227,-0.127180,0.391829,-0.315128,-0.550325,-0.188018
-0.633590,0.744574,0.389447,-0.601102,0.380215,0.795299,0.585423
0.260982,-0.490824,-0.061269,0.425063,-0.675519,-0.553681,-0.301844
0.307828,-0.579589,-0.315399,0.572567,-1.097598,-0.675592,-0.539312
0.278933,-0.523598,-0.405308,0.477413,-0.853137,-0.592312,-0.379125
0.051920,-0.041252,-0.310437,0.063569,-0.139127,-0.041146,0.065735
0.395290,-0.509666,-0.014790,0.413618,-0.430320,-0.568695,-0.143536
-0.042587,0.151493,0.560997,-0.171901,0.125424,0.181911,0.400852
0.378979,-0.505890,0.113320,0.380590,-0.462345,-0.544434,-0.181470
0.554775,-0.416073,0.184533,0.292856,-0.325167,-0.433026,0.193211
0.416925,-0.556244,-0.514994,0.449433,-0.712459,-0.583773,-0.375286
0.008753,-0.016747,-0.164575,0.007832,0.030460,0.009443,-0.027901
-0.004943,-0.013071,-0.193042,0.004997,0.133081,-0.010117,-0.084213
0.018486,-0.017961,-0.105290,0.000500,0.130832,0.004142,-0.032604
0.010045,-0.041473,-0.178273,0.044807,-0.109878,-0.015819,-0.126061
0.265069,-0.500724,-0.214962,0.436322,-0.602921,-0.564816,-0.320140
0.166280,-0.378359,-0.039155,0.329467,-0.829527,-0.435695,0.008846
0.404932,-0.482942,0.268080,0.387034,-0.454458,-0.550807,-0.089616
-0.621876,0.551167,0.220200,-0.415308,0.091961,0.492425,0.640262
0.400658,-0.537781,-0.335876,0.417069,-0.577791,-0.568278,-0.272270
-0.611397,0.730608,0.128035,-0.571173,0.351054,0.762138,0.610829
0.557030,-0.418675,0.295466,0.296404,-0.363960,-0.440600,0.222702
0.398610,-0.533507,-0.230572,0.427349,-0.539205,-0.567641,-0.263619
-0.611334,0.972346,0.756885,-0.799890,0.445144,1.090267,0.614157
-0.608607,0.969242,0.724668,-0.791532,0.464286,1.080166,0.611981
